screen_name	id	description	url
theprincessshan	24042995	:)	http://twitter.com/theprincessshan
agentpronto	117833339	Helping home buyers and sellers all over the US and Canada meet their perfect real estate agent. Sign up & let us match you with an awesome agent, for free.	http://twitter.com/agentpronto
SuzyWelch	19307505	Love Jesus, Jack, my kids, and dogs. Also, books, business, music, @HumaneSociety, being a veganista, politics, TV, and running. OK, fine, I love everything.	http://twitter.com/SuzyWelch
rozeysmom	23109942	Born in the year of the bunny.  Liberal, pro-choice, believe in the wisdom of Mother Earth.	http://twitter.com/rozeysmom
monicazack	284673612	Executive Producer of the WGN Midday News. Lifelong Chicagoan, news junkie and punk rock lover.	http://twitter.com/monicazack
Southkingfire	92376361	News/events from South King Fire & Rescue. This site is not monitored. Call 911 for emergencies. Comments, list of followers subject to public disclosure	http://twitter.com/Southkingfire
Chi_SportsTalk	711238158717857792	Die hard Chicago sports fan. Bears, Bulls, Sox, Hawks #FireRobin	http://twitter.com/Chi_SportsTalk
AinslieFaust	1392470238	Graffiti-loving Astropreneur and life contextualist living and working in Los Angeles.	http://twitter.com/AinslieFaust
RobertTsikalas	1613011800	#BusinessDevelopmentMGMT #Regus #NYC #PittAlum #Economics #YoungProfessional #OfficeSolutions #CulturalEnthusiast #DMB  #IndividualFreedom #AlongForTheRide	http://twitter.com/RobertTsikalas
erekbarron	297055411	Bold representation. (By Auth. of Friends of Erek L. Barron, ShaRon Kelsey, Treasurer)	http://twitter.com/erekbarron
SBmoreCrossFit	54581115	South Baltimore Strength and Conditioning is not your average gym. Get faster and stronger without ellipticals. #trainsbsc	http://twitter.com/SBmoreCrossFit
urbinadave	316168193	Employee benefits for small business. Swim instructor & healthy living coach. Active member of Rotary club of Algonquin, IL.	http://twitter.com/urbinadave
edsdeadbug	784117974546341888	Pest control specialist. Eco-Friendly #pestcontrol for ants, fleas, spiders, wasps, silverfish, cockroaches and more!	http://twitter.com/edsdeadbug
pvestatesca	2493030692	Paradise Valley Estates is a Continuing Care Retirement Community celebrating the northern California lifestyle.	http://twitter.com/pvestatesca
darylbryant	25135587	Co-Founder, President and CEO of Hudson Integrated and StartupValley http://t.co/gUuYgI3nqy http://t.co/xohkTyagEB	http://twitter.com/darylbryant
hecruizesq	18945408	Law Student (Estudiante de Derecho) - Queer - Refugee & Human Rights with gender and sexual diversity focus - El Paso/Juárez y San Francisco/Oakland; DC in Fall	http://twitter.com/hecruizesq
AmericanLungDC	398302511	The American Lung Association in DC is fighting for air through research, education and advocacy.	http://twitter.com/AmericanLungDC
EileenKingDC	167869919	Director of Child Justice, Inc.	http://twitter.com/EileenKingDC
RiderBabe52	2814972830	NAVY Veteran📎ANIMAL LOVER📎Frump will NEVER be MY PRESIDENT📎 #AlwaysWithHer 📎📎 📎Blocker of RWNJ's	http://twitter.com/RiderBabe52
annievv	16071174	Mom. Teacher. Keeper of a crazy house. Lover of summer vacation.	http://twitter.com/annievv
quannesrevenge	3328907566	Truth Seeker, Pro Law Enforcement, Pro Military, NRA member, love my family and country! Pearl clutchers, move along, this won't be pretty!	http://twitter.com/quannesrevenge
LAFCONewYork	151766720	LAFCO is defined by time-honored practices, innovative formulations and the finest ingredients.	http://twitter.com/LAFCONewYork
KarenVickers9	417634976	https://t.co/pk8RxKJTvj Rep # 7505011	http://twitter.com/KarenVickers9
LuluBWines	272856554	I make fabulous cocktails & wines that are rich, silky, & delicious. Enjoy Lulu B best with friends! Join me on Facebook ;) http://t.co/ZN09ck0emt	http://twitter.com/LuluBWines
DoubleTGolle	1328120858	U.S. Economics Editor @BloombergNews in Washington. All in for Texas Tech football and the American warfighter. Make Texas a Country Again! Opinions my own	http://twitter.com/DoubleTGolle
ABAGrantmakers	36471524	ABAG, a Regional Association of Grantmakers with over 140 foundation members in Maryland. Tweets by Tausi Suedi @TausiSuedi, Program & Communications Associate	http://twitter.com/ABAGrantmakers
MrsChapmanSLES	2314742547	Proud to be part of Fairfax County Public Schools as a teacher, mentor, and Great Beginnings coach! I can't imagine a better place to work and live!	http://twitter.com/MrsChapmanSLES
LordPyrosis	3325996960	Song writer ov Dark Empyre World Dominating death/thrash/punk/black metal.	http://twitter.com/LordPyrosis
Interns4Perry	40892059	Former account of Texans for Rick Perry interns (2010). Promoting voluntarily http://t.co/eJMHyAM7Hp. We love the Gov!	http://twitter.com/Interns4Perry
LynnCJohnson	271179968	bug me 'bout real estate & Rodan+Fields skincare. SPOT me around Rockport/Fulton, Aransas Pass & Ingleside, TX in my convertible VW bug sporting (( EYELASHES ))	http://twitter.com/LynnCJohnson
OPP_HSD	3301972365	Official account of the Ontario Provincial Police, Highway Safety Division. Not monitored 24/7. Call 911 in case of emergency.	http://twitter.com/OPP_HSD
kruzinkat	568762256	The only $5,000 NEA Foundation grant winner in Texas for 2015. https://t.co/Rr15myhfjp	http://twitter.com/kruzinkat
sarah_berryman1	217028722	An Essex Bird, Beauty Blogger & Mummy. Finalist in Essex Digitial Awards 2015. PR/Sponsor enquiries: Sarah@Iamfabulicious.com Instagram: IAmFabulicious	http://twitter.com/sarah_berryman1
opendemocracyru	165820615	Public interest journalism on Eurasia @opendemocracy. @te_rowley / @kaluzhsky / @MaximEdwards / @NataliaAntonova / @polina_aronson. https://t.co/8nVkdfx8n7	http://twitter.com/opendemocracyru
cblanch07	2370648860	Security officer. Mental Health and PAIL Awareness Advocate. Writer. Crafter. Believer. Always searching.	http://twitter.com/cblanch07
abiworld	22512720	Founded in 1982, ABI is the largest multi-disciplinary, nonpartisan organization dedicated to research and education on matters related to insolvency.	http://twitter.com/abiworld
davecokin	21929304	Las Vegas sports analyst and talk show personality,#davecokin,#smokincokin,#sportshandicapper,#handicapper,#sportsgambling,#gambler,#nfl,#nba,#nhl,#mlb,#vegas	http://twitter.com/davecokin
dignityfordivas	2849121830	We provide personal care items to homeless women in need.	http://twitter.com/dignityfordivas
MasalaTimesNYC	479752220	Very Spicy. Very Bollywood.	http://twitter.com/MasalaTimesNYC
RaulieGonzo	347927563	Student. Democrat. Concerned citizen.	http://twitter.com/RaulieGonzo
rubnwoodbbq	409398218	Competition BBQ cook. Father, Husband, architect. Proud to call my dad, brother, and best friends teammates. #rubnwoodisgood	http://twitter.com/rubnwoodbbq
GoRAPIDInc	2832050124	Commercial, Industrial, and Residential plumbing service and repair company located in Newnan, GA.	http://twitter.com/GoRAPIDInc
ARCLegalFunding	1914104400	The Alliance for Responsible Consumer Legal Funding (ARC) represents its Members to ensure the proper regulation of the #legalfunding industry in the U.S.	http://twitter.com/ARCLegalFunding
DrChaya	1393551	Family Medicine Physician, mother 2 sons 4 dogs, feminist, triathlete, frequent medical contributor Fox, HLN, MSNBC research supplements. views my own	http://twitter.com/DrChaya
MattNoyesNECN	18884857	Chief Meteorologist, NECN & soon-to-be NBC Boston. Weather for New England & beyond. On Facebook, Instagram & both Matt Noyes & NECN apps in your App Store.	http://twitter.com/MattNoyesNECN
BatchlerJames	733131334139289600	Sustainable energy entrepreneur and Viridian Founding Director. Mission: Help people and repair the environment. There's still time to save life on our planet.	http://twitter.com/BatchlerJames
KateRogersNews	596792665	reporter @CNBC covering #entrepreneurship and #smallbiz @FoxBusiness and @UDelaware alum - all tweets mine	http://twitter.com/KateRogersNews
pwgavin	16371887	Filmmaker, journalist, teacher https://t.co/SVUne9PuXh.	http://twitter.com/pwgavin
jacobpramuk	75171057	Reporter for @CNBC Digital. Always an Orangeman. I like to talk about Pittsburgh sports.	http://twitter.com/jacobpramuk
vealadydiva	193847447	traveler, independent thinker, lover of animals (cats!), searcher of wisdom	http://twitter.com/vealadydiva
NationalDefense	15646174	News and insight for defense and national security professionals. Editor: Sandra Erwin serwin@ndia.org (Following and re-tweeting do not imply endorsement)	http://twitter.com/NationalDefense
Athletes4U	120609226	Athletes4U is for hardcore sports fans that are looking to meet and greet professional athletes. Meet, greet, follow your favorite athletes and win sports gear!	http://twitter.com/Athletes4U
peteroliver3	328144194	U of O Duck Fan and Salmon & Steelhead Angler	http://twitter.com/peteroliver3
darcykahrhoff	291369430	tea party, conservative, politics, woman, wife, mom, pianist, teacher, Christian, Palinista, Cruz	http://twitter.com/darcykahrhoff
FisherBldgDET	4794463459	Detroit's largest art object, National Historic Landmark and Golden Tower of the New Center skyline. Official page & info from the Fisher Kahn Partnership.	http://twitter.com/FisherBldgDET
nyksimms	145337894	I think, therefore I am.	http://twitter.com/nyksimms
BeautyByManya	1705165050	When you pursue your passion, life is better, your heart is content, & you're happier than ever. I love Beauty ,Skin care, make up & YouTube. Inspire the world.	http://twitter.com/BeautyByManya
covergirl39	121353490	It Doesn't Really Matter	http://twitter.com/covergirl39
UniqueIQ	541019423	Unique IQ are the creators of IQ:timecard & IQ:careplanner software solutions. Tailored to the health & social care sectors, cleaning, FM and security	http://twitter.com/UniqueIQ
NewYorkFed	15072071	News and announcements from the Federal Reserve Bank of New York	http://twitter.com/NewYorkFed
RobEvans1959	2425889982	Fly Fishing, Skiing, Tech, Telecom, Privacy Issues and Denver Broncos..	http://twitter.com/RobEvans1959
CSIE403	4810274647	Calgary School of Informal Education. Think Free Skool!	http://twitter.com/CSIE403
CrystalQuarters	50419331	Crystal Quarters Corporate Housing has been a leading furnished housing provider in the Metro DC area for over 30 years. #crystalcity #pentagoncity #dc	http://twitter.com/CrystalQuarters
CelebritySelf	2426982690	The personal branding division of Brand Visionaries LLC @brandvisionary. We connect brands with actresses, athletes, models, musicians and other celebrities.	http://twitter.com/CelebritySelf
PancholoJimenez	1855804627	Passion for continuous improvement & Op Ex. Interest in healthcare, education, drones, I can help your organization grow,eliminate waste & reduce operat'l costs	http://twitter.com/PancholoJimenez
NewmanOnTwitr	1257814086	Tom Newman Full Time - Maverick Part Time - Outreach PR & Social Media @OMD_UK @NewmanOnTwitr	http://twitter.com/NewmanOnTwitr
crystalamyjohn	2476017954	The Official Crystal Johnson Twitter. Host/Producer of Crystal's Time Machine on Oldies 94.1 WXBJ.	http://twitter.com/crystalamyjohn
whoisdionta	43245447	Voodoo Child. Member of Team Nikon making digital magic. Motor City living.	http://twitter.com/whoisdionta
CartersKids1	323957173	Founded by tv host Carter Oosterhouse, Carter's Kids promotes physical activity and fights childhood obesity. Instagram: CartersKidsPlaygrounds	http://twitter.com/CartersKids1
parkum00	206417361	American. Daughter. Sister. Wife. Mother. Banker. Sports Fan// Cowboys; Rangers; Mavericks; Stars; Cricket; Tennis anything but Golf. LASTLY A Surya admirer.	http://twitter.com/parkum00
EvaMZymaris	379438105	Reporter at @WFSBnews   Broadcast & Digital Journalism alum @SyracuseU   Impassioned storyteller & avid runner   Previously @WMassNews in Springfield, MA.	http://twitter.com/EvaMZymaris
AlisonAgosti	14990751	Not that great.	http://twitter.com/AlisonAgosti
chris_p_harris	21627786	@ChrisMurphyCT comms. @MarkUdall & @American_Bridge alum. Kansas City native who frowns on mass-livetweeting quotes from news events. Views are my own	http://twitter.com/chris_p_harris
Klein_Kubiak_84	1700356009	Southwest Area Scout - Denver Broncos - 2013 Rice Grad - Former D1 Holder/WR - James 1:12	http://twitter.com/Klein_Kubiak_84
Dickiejoe	124571603	Navy Vet.Published Author Titles: Death of Innocence,Wade Garrison's Promise, God's Coffin, Atonement, Feeding the Beast on amazon for 0.99.	http://twitter.com/Dickiejoe
BlkGivesBack	35598591	Philanthropist. Former Blogger at https://t.co/9aplGMFs6z (2007-2015). Founder, @BlkBenefactors. #blackgivesback	http://twitter.com/BlkGivesBack
rycarver42	2846282409	Student at ITT Technical Institute	http://twitter.com/rycarver42
dfrench23	17698952	Christian, husband, father, son, grandson, teacher, and coach. Computer geek/techie AND sports fanatic.	http://twitter.com/dfrench23
PlantationFire	2424142832	Combination Fire Department. Largest Volunteer Fire Department in Florida. ISO 2. Official @PlantationFLA Social Media policy https://t.co/O2yFsQnEMB	http://twitter.com/PlantationFire
RogueTammy	344383070	You Are The Author of Your Life	http://twitter.com/RogueTammy
QnDJ55	2303565799	Civil Rights; Social Justice; Justice Reform; Prison Reform; Police Accountability	http://twitter.com/QnDJ55
AshleighPat	19469976	Editorial Director @RBC Wealth Management. @YahooFinanceCA, @ReutersMoney alum. Tenderfoot runner, atrocious speller, east coast transplant. I watch all the TV.	http://twitter.com/AshleighPat
thedisneydad	17022263	Self-proclaimed Walt Disney World expert and all around fun guy. http://t.co/2hxkKiGrSw	http://twitter.com/thedisneydad
in_toone	42644915	Owner of In Toone Communication, the home of proactive, passionate, results-driven marketing communications. @EmersonCollege alum	http://twitter.com/in_toone
mcarry	19502559	Founder of Cherish Local   To Cherish #LocalBusinesses you must serve them and help them achieve their #onlinemarketing goals   Hater of #onlineadfraud	http://twitter.com/mcarry
stobiewan1	467645777	Second denali attempt is over....now which peak?	http://twitter.com/stobiewan1
tonidockter	64743971	Writer first. Environmental biz owner second. America commentary with a fuchsia flair. You won't need a weather vane to know which way the wind blows.	http://twitter.com/tonidockter
KathyLQuick	26817910	Portland Waterfront Lover. Search waterfront properties at: http://t.co/wL80n0zL	http://twitter.com/KathyLQuick
Andrew__Carter	199169090	Sports guy for @KCTV5   Emmy Award Winner   Missouri School of Journalism   Typical millennial   Psalm 18:2   Chicagoland raised   Lived on Tulsa ⏱	http://twitter.com/Andrew__Carter
KatCameron91	792941556	Breaking News Reporter at @eastbaytimes   @ChicoState alumna   Former: @sacbee_news, @chicoer, @theorion_news   San Diego native   Probably listening to trance✨	http://twitter.com/KatCameron91
cvelocci	838218133	Managing editor at @StyleCaster, stationery buff, skincare enthusiast and dog lover.	http://twitter.com/cvelocci
chort0	25519088	Sarcasm, mockery, whisky, privacy, DFIR, Red Team, these are a few of my favorite things. Opinions NOT those of my employer. @chort on http://t.co/VZIocvV9Xq	http://twitter.com/chort0
BeallGalea2d	742482620445921280	Bacon enthusiast. Amateur internet maven. Beer advocate. Web fanatic. Certified coffee buff. Proud student.	http://twitter.com/BeallGalea2d
HiddenRVACash	2535092298	Pay it Forward in whatever way you can.	http://twitter.com/HiddenRVACash
LRBTOMORROW	45234183	♎Inspiring Hip-Hop Artist/Beatmaker, Gamer/Xbox, Husband, #BlackLivesMatter https://t.co/02DtMwaEkf…   https://t.co/Z5Y3KeV7Mk	http://twitter.com/LRBTOMORROW
ONC_HealthIT	108638625	ONC's mission is to improve health and health care for all Americans through use of information technology.	http://twitter.com/ONC_HealthIT
Deafibbypiracha	2334244231	Believe me that I am deaf but, I am really, and I love being deaf. If one day the ride kill me, do not cry because I was smiling you. #RIHAAF AdamFortune 7/7/14	http://twitter.com/Deafibbypiracha
AsianPacificFnd	603127833	The Asian Pacific Fund is a community foundation dedicated to strengthening the Bay Area's Asian and Pacific Islander communities through philanthropy.	http://twitter.com/AsianPacificFnd
DOESITALL2	14884833	in serious denial that i an getting old!	http://twitter.com/DOESITALL2
conikeec	14796100	CTO/Founder in Stealth   Opinions : My own   Advisor/Investor to various upstarts   Dad + Musician	http://twitter.com/conikeec
RevJohnkish	117194877	Pastor/Evangelist/Singer	http://twitter.com/RevJohnkish
mohamedrifau	597780753	Welcome to a better mobile relationship. Entrepreneur, Founder @foodhubmv @foodhublk @docmvapp Partner @everythingredmv @voyagewave @softtouchmv .	http://twitter.com/mohamedrifau
BubbaMackel	1583491740	The third Mackel that no one wants to talk about.  I'm thinking about coming home.  I love my brothers.  I just want to be with them again.	http://twitter.com/BubbaMackel
ChrisKraftDFW	18062058	Fan of the Entrepreneur, Social Media Marketer, Recovering Professional Photographer, Nerd 2.0, Follower of Christ.	http://twitter.com/ChrisKraftDFW
ayeitsjenna_44	1634663083	AA U19 PUCK   @elikirtos ❤️	http://twitter.com/ayeitsjenna_44
UrCauseMktg	712592370	Your Cause Mktg Edge, a venture between Judy Phillip/Extra Edge & Tom Duffey/THD Bus Advisors, aids businesses & non-profit orgs in forming strategic alliances.	http://twitter.com/UrCauseMktg
HCSOSheriff	143525311	Our mission ~ to serve, protect, and defend the community while preserving the rights and dignity of all. This account is not monitored 24/7.	http://twitter.com/HCSOSheriff
NYCinvestigates	56692110	Jim Hoffer: investigative reporter at Eyewitness News WABC-TV in NYC covering corruption, crime, whistleblowers, aviation, security. TIPS: jim.p.hoffer@abc.com	http://twitter.com/NYCinvestigates
JJohnson4judge	2426473364	I am destined for greatness	http://twitter.com/JJohnson4judge
KennyG1423	128257341	Assignment Editor at WUSA9 in Washington, D.C.	http://twitter.com/KennyG1423
seekristintweet	9669102	creative communicator. strategist. designer. photographer. storyteller. #social #creative #photography #contentmarketing #tech @dealercue	http://twitter.com/seekristintweet
trifamenz	39600909	Startup Vet, Fantasy Sports Commissioner, #HEATLifer, Cookie Connoisseur, and Father of a Shiba Inu.	http://twitter.com/trifamenz
LeosAMovieGuy	473291314	Read up on everything MOVIES! Read Movie Reviews, interviews with actors & directors, see what's up Around Town, and more! I am A Movie Guy!	http://twitter.com/LeosAMovieGuy
KenyaMoore	34959923	Real Housewife of Atlanta, Celebrity Apprentice, Former Miss USA, Producer, Actor, IG: thekenyamoore bookings@kenyamoore.com media:Sbarr@rogersandcowan.com	http://twitter.com/KenyaMoore
thereismoney4u2	3381769917	This podcast & community are to assist parents and students in finding money, scholarships and other resources needed to fund their college education.	http://twitter.com/thereismoney4u2
ValentineMegan8	703679478124429313	Hi, I'm Megan. I love High Heels, nails, lingerie, cosplay, cats, and art. Live peacefully and be tolerant. I'm a trans women.	http://twitter.com/ValentineMegan8
venussuz	29279340	Techie, writer, lover of anything social. Finance, technology, geek culture, hacking, health and marijuana. Learning the importance of lifelong education.	http://twitter.com/venussuz
NikoIIX	4324623798	Always Up Never Down	http://twitter.com/NikoIIX
myroommatekarl	532830720	just trying to buy a platinum football field	http://twitter.com/myroommatekarl
CZSaga	2383779144	Politics, policy, space, science, solving mysteries. So much good stuff. Don't just assume RT/likes are endorsements. My opinions are my own opinions.	http://twitter.com/CZSaga
nvtdieb	3336883485	Bringing together people, concepts,  modalities, , and worlds through art.	http://twitter.com/nvtdieb
rvillecampagne	710425084217970690	Rencontre Ville-Campagne Produire local/ Manger local/ Communiquer local ..Aller dans les classes #cm2  #agricommunicant #agridemain #lbspaysan #passioncereales	http://twitter.com/rvillecampagne
BriceMilleson	369642291	Im a Christian, im a Skier, im a Cinematographer	http://twitter.com/BriceMilleson
sheba25	41303423	A Host, Actor, Model and Fashionista all rolled up in one! :)	http://twitter.com/sheba25
springbetsy	16479174	@CNBC producer. Proud Southerner, middle sister & jelly bean aficionado. Opinions are my own; retweets are not endorsements.	http://twitter.com/springbetsy
DenaMellick	1345003976	Atlanta-based Journalist & TV news Producer. Part-time Theologian. #Tea Fan. #Dog Mom. #UGA #Bulldawg. Retweets ≠ Endorsements.	http://twitter.com/DenaMellick
Suraj_mull	3029259312	Entrepreneur, Tech enthusiast. , Kolkata	http://twitter.com/Suraj_mull
tessgerritsen	92096980	Author of the Rizzoli and Isles crime series and other suspense novels. Onetime medical doctor. Lifelong tourist.	http://twitter.com/tessgerritsen
lschamb903	172019565	School Teacher and passionate photographer who loves to chase the weather...	http://twitter.com/lschamb903
retsofsenyah	3453386176	zoom	http://twitter.com/retsofsenyah
fox28columbus	33529614	Join Bob Kendrick, Yolanda Harris, Kurt Ludlow and Bill Kelly for Central Ohio's #1 10pm Newscast! Get the latest breaking news and weather.	http://twitter.com/fox28columbus
goodienation	2367305504	Tribes of changemakers + entrepreneurs engaged in an innovative process to help underserved communities globally. #goodieideation #goodiehack #goodiemarketing	http://twitter.com/goodienation
MoraviaHealth	1211059848	Home Healthcare & Other Special Services, All Under One Roof...Yours. Find us on the web: http://t.co/dmibEqfcDu	http://twitter.com/MoraviaHealth
TortsAndSports	141783767	Mostly rage tweeting Michigan sports, politics, and law.	http://twitter.com/TortsAndSports
ronm29	787763965	love sports, especially NFL. Bills. Sabres. #BillsMafia	http://twitter.com/ronm29
devsdevelopment	20479363	mentor & advisor to the courageous   creator of @bloheartsyou   rape+assault survivor debunking victimhood with my 1st book #BraveBabe 🦄 snap+insta	http://twitter.com/devsdevelopment
singletonlegal	723873292508106752	Advocating for caregivers of loved ones who are aging, ill, or have special needs.	http://twitter.com/singletonlegal
S_Benj	23122130	Inspired	http://twitter.com/S_Benj
vandy3003	17290564	I'm just some guy	http://twitter.com/vandy3003
Terroresa714	1304495700	Nerd, Politics Nerd, Indianapolis, Food, Art	http://twitter.com/Terroresa714
Vibes1	48284383	Vibes Elite *Events* Sound rentals* 2 Contact Me Vibes718@hotmail.com *WE PRE-GAME HARDER THAN YOUR PARTYZ 247 Best Bet Is 2 get @ Me 1st. and Book me Asap !	http://twitter.com/Vibes1
A_Cov0521	215147083	LIFT HEAVY, EAT LIKE A MAD MAN, DO WHATEVER THE FUCK U WANNA DO #WhoDey on a mission	http://twitter.com/A_Cov0521
askauntpatti	175501785	I help home owners with their toughest cleaning problems. I'm working to take the guess work out of cleaning.	http://twitter.com/askauntpatti
kgwmikerollins	45005255	I'm a digital producer at KGW, the NBC affiliate in Portland, Oregon.	http://twitter.com/kgwmikerollins
Ali_Hard	42046585	I am a graduate student and Tisch Scholar at the Laurie M. Tisch Center for Food, Education, & Policy at Teachers College, Columbia University.	http://twitter.com/Ali_Hard
KakadeArvind	288149034	A Social Media Enthusiast.	http://twitter.com/KakadeArvind
jedistocky	96330642	Man, Derby Dad, CAD Monkey, Linux devotee, endurance motor racing fan	http://twitter.com/jedistocky
Rickmetmusic	1626546534	NWS meteorologist, husband, dad to shelter adopted dogs, musician.	http://twitter.com/Rickmetmusic
billcush	17165458	Co-host of #HelpingSells Radio. Accelerating adoption of disruptive enterprise software @ServiceRocket. Showrunner. Scrumrunner. MUTRunner.	http://twitter.com/billcush
fairfax2015	66014634	World Police & Fire Games is 12,000 athletes from 70 countries competing in 60 sports w/ 1,600 medal events over the July 4th week in 2015. #wpfg	http://twitter.com/fairfax2015
LynneGuire	121293034	Mom, grandmother, sports fanatic, typical Leo. Proud Tennessee native.  #GoTitans	http://twitter.com/LynneGuire
atmolife	730237551487897600	A meteorology community for meteorology people.	http://twitter.com/atmolife
Rehab_barbie420	1053811982	You did better than good. You did ,gooder .	http://twitter.com/Rehab_barbie420
BoweryBoys	66366331	Twitter feed of Bowery Boys NYC history podcast host Greg Young. Podcast updates, NYC facts, assorted musings. Personal Tweets at @GregoireNYC	http://twitter.com/BoweryBoys
earpsgirl	791099229443874816	Either my milkshake is broken or I need a new yard...	http://twitter.com/earpsgirl
Wxandgardenguy	16726258	13WHAM-TV Meteorologist ABC FOX CW. Education SUNY Oswego. Adjunct Professor at Monroe Community College. RT not endorsement.	http://twitter.com/Wxandgardenguy
marmazurek	89532184	Sales Director at @RealTSH a #web and #mobile #development company. Passionate about traveling, skiing, climbing and kitesurfing.	http://twitter.com/marmazurek
KWillustrates	121168908	Children's book illustrator. Character designer. Autism mom. Drummer. #SCBWI Experience with aphakia, glaucoma & nystagmus.	http://twitter.com/KWillustrates
FreedomFuture2	921994520	Freedom Lover, more Libertarian everyday. Retweet or follow not endorsement. #BasketOfDeplorables #Trump2016	http://twitter.com/FreedomFuture2
EdfromEdTech	2155386841	Innovation Technology Specialist, Father, Sports Fanatic, Music Lover,  Travel Addict	http://twitter.com/EdfromEdTech
va_deb	36065184	Talk employee engagement, socmed, #ESN, dog rescue, #SharkTank, crowdfunding, #FinCon, #DisruptAging. Aspiring entrepreneur. Work @FannieMae. Views=mine.	http://twitter.com/va_deb
TDMnorthshore	418131669	TDM® is a one-hour full body workout which includes core conditioning, stretching, and orthopedic exercises. Get longer, leaner, stronger and more fit with TDM!	http://twitter.com/TDMnorthshore
BryanaCamille	1681693100	PR and graphic design student at @AmericanU and Christian blogger. I tweet all things faith, health, fitness and #PrettyLittleLiars	http://twitter.com/BryanaCamille
Seahawks_Fan95	4095340574	Moses Lake High School graduate. #classof2k16 God above everything. Philippians 4:13. Mariners, Seahawks, Trail Blazers. RIP Clayton Clark🙏🏼❤️	http://twitter.com/Seahawks_Fan95
WRALCandace	2746403616	WRAL reporter	http://twitter.com/WRALCandace
ccooke6685	17035423	Jazz host. Web designer, self-employed. Lifelong student of spirituality. RT's not endorsements. Will follow back human beings not roboaccounts.	http://twitter.com/ccooke6685
BreakingNewsLAC	4477232315	Breaking news events in Los Angeles, as they happen. #losangeles #california	http://twitter.com/BreakingNewsLAC
cappydave	16053339	Sailboat Captain.	http://twitter.com/cappydave
ColumbiaCCE	20208931	Columbia University Center for Career Education: Helping students & alumni achieve their career goals and pursue their personal/professional objectives.	http://twitter.com/ColumbiaCCE
ulrikeguerot	49383083	Founder/ Director European Democracy Lab & Prof. for European Policy & Study of Democracy @Donau_Uni, @EuDemLab. RT not endorsement	http://twitter.com/ulrikeguerot
LiisaThorne	566765656	Works at Five Guys Corporate Headquarters. Mom to 3 great kids. Love cooking, hiking, traveling (when I have time), and spending time with those I love.	http://twitter.com/LiisaThorne
sbeyl01	45473116	Combination husband, father, teacher, assistant principal, Cubs/Hoosier fan, and cancer survivor. Update...Cancer bad, Cubs good!  2016 World Series Champs!	http://twitter.com/sbeyl01
agraning	25155509	My passion is Wildland Fire and weather forecasting. Former NWS forecaster and Incident Meteorologist. Now own my own business and enjoy being my own boss.	http://twitter.com/agraning
ElvisandrusSS1	568612380	texas rangers y magallanes shortstop, born in ccs venezuela love music, travel, and sleep orgulloso d ser latino	http://twitter.com/ElvisandrusSS1
AmazonTShirts	3264562737	Check out some of my T-Shirt designs on sale by Amazon.. Place those you love into your shopping cart today!	http://twitter.com/AmazonTShirts
cftrepagnier	40598732	You have power over your mind - not outside events. Realize this, and you will find strength. ~Marcus Aurelius LIVE❤️LAUGH ❤️LOVE	http://twitter.com/cftrepagnier
JMitchellDavis	25986324	Poli Sci junkie.Am Gov Teach & @PBStuco Adv - @pbschools.Fmr #moleg staffer. @pbmules activities/sports fan. Ocean/beach lover. Views expressed here are my own.	http://twitter.com/JMitchellDavis
JeanFrancoisHou	1304669910	Directeur de cabinet de la ministre des Relations internationales et de la Francophonie @stpierre_ch @MRIF_Quebec #DiploQc #international #francophonie	http://twitter.com/JeanFrancoisHou
creativelocal	2395025822	Community Arts organisation providing high quality creative opportunities & collaborative projects to enhance health & wellbeing.	http://twitter.com/creativelocal
DanEngle	14595846	Ruby on Rails developer at http://t.co/VB3sMN21rF	http://twitter.com/DanEngle
BinCarolina	280853189	Recent transplant to the Queen City. Stop and say hello.	http://twitter.com/BinCarolina
LIVE_LIVED	1951534729	A fashion brand not for the faint of heart™ ...shopping restricted to members only... #livelived #aielowu #awljeans #Fashion #Lifestyle	http://twitter.com/LIVE_LIVED
RogerWMTW	1265934709	Chief Meteorologist at WMTW-TV	http://twitter.com/RogerWMTW
otnateos	7725352	Programmer, husband and father of two	http://twitter.com/otnateos
NOYSnews	18334648	We are National Organizations for Youth Safety (NOYS), building partnerships to promote the health & safety of youth.	http://twitter.com/NOYSnews
mcnuggetghost	18176830	Staff Writer, Disney Channel's Stuck In The Middle, Freeform's Famous In Love. Magizoologist. 2016 Disney/ABC TV Writing Program.	http://twitter.com/mcnuggetghost
StJohnsUMedia	297029587	SJU Media Relations handles external communications for St. John's University: press releases, interview requests & all official statements.	http://twitter.com/StJohnsUMedia
lindagt	20865288	Executive Director Hanover Habitat for Humanity	http://twitter.com/lindagt
scysewski	23973346	Innovator. Husband. Father. Entrepreneur. Food & wine geek.	http://twitter.com/scysewski
Habberstad_MINI	2586314358	Your premier Long Island MINI Dealer!	http://twitter.com/Habberstad_MINI
AlwaysWatchnDFW	24022984	Pring Property Services,Inc. cares for your property with attention to the details. 27 years in business, raised and educated in the DFW Metroplex.	http://twitter.com/AlwaysWatchnDFW
Edge11W	332311307	Live for the Buckeyes. Design for @11W. Buckeyes   Broncos   LeBron   Reds	http://twitter.com/Edge11W
